1431058066	1431058066	0	0	1431062069	4003
1431058419	1431058419	0	0	1431249294	190875
1431058530	1431058530	0	0	1431322244	263714
1431058768	1431058768	0	0	1431062804	4036
1431059276	1431059276	0	0	1431063707	4431
1431059414	1431059414	0	0	1431067088	7674
1431059963	1431059963	0	0	1431143157	83194
1431060149	1431060149	0	0	1431322244	262095
1431060222	1431060222	0	0	1431066878	6656
1431060493	1431060493	0	0	1431088385	27892
1431060703	1431060703	0	0	1431064358	3655
1431060707	1431060707	0	0	1431301823	241116
1431060827	1431060827	0	0	1431073055	12228
1431060854	1431060854	0	0	1431322244	261390
1431060860	1431060860	0	0	1431064547	3687
1431061128	1431061128	0	0	1431322244	261116
1431061199	1431061199	0	0	1431081392	20193
1431061252	1431061252	0	0	1431064967	3715
1431061380	1431061380	0	0	1431065093	3713
1431061881	1431061881	0	0	1431065555	3674
1431062112	1431062112	0	0	1431065765	3653
1431062283	1431062283	0	0	1431143136	80853
1431062352	1431062352	0	0	1431066101	3749
1431062352	1431062352	0	0	1431068180	5828
1431062461	1431062461	0	0	1431143009	80548
1431062571	1431062571	0	0	1431066794	4223
1431063310	1431063310	0	0	1431067130	3820
1431063411	1431063411	0	0	1431072404	8993
1431063482	1431063482	0	0	1431067130	3648
1431063495	1431063495	0	0	1431083156	19661
1431063530	1431063530	0	0	1431325852	262322
1431063577	1431063577	0	0	1431094979	31402
1431063777	1431063777	0	0	1431067571	3794
1431063778	1431063778	0	0	1431075470	11692
1431063890	1431063890	0	0	1431172511	108621
1431063901	1431063901	0	0	1431068789	4888
1431064018	1431064018	0	0	1431067991	3973
1431064043	1431064043	0	0	1431091241	27198
1431064212	1431064212	0	0	1431067991	3779
1431064340	1431064340	0	0	1431073223	8883
1431064350	1431064350	0	0	1431074756	10406
1431064365	1431064365	0	0	1431076289	11924
1431064373	1431064373	0	0	1431077612	13239
1431064688	1431064688	0	0	1431088973	24285
1431064917	1431064917	0	0	1431068705	3788
1431064939	1431064939	0	0	1431088910	23971
