TERM_REASON 5, COUNT=1
5	4656498
TERM_REASON 8, COUNT=233
8	4633993
8	4642615
8	4668614
8	4665647
8	4667480
8	4642900
8	4642611
8	4668619
8	4656566
8	4612473
8	4642608
8	4667481
8	4600747
8	4612397
8	4638081
8	4637281
8	4634442
8	4612464
8	4609051
8	4642620
8	4612715
8	4668623
8	4602733
8	4614136
8	4612753
8	4643245
8	4642619
8	4643299
8	4595561
8	4604783
8	4604047
8	4656555
8	4667363
8	4642612
8	4638361
8	4633945
8	4642624
8	4668613
8	4656561
8	4664794
8	4638003
8	4668617
8	4642903
8	4654546
8	4667271
8	4612714
8	4668622
8	4653582
8	4661658
8	4642968
8	4668618
8	4667260
8	4644476
8	4642621
8	4643372
8	4612710
8	4668003
8	4665095
8	4658179
8	4634352
8	4668620
8	4667266
8	4665699
8	4642625
8	4642630
8	4656565
8	4595508
8	4638000
8	4638091
8	4643300
8	4616852
8	4643373
8	4656553
8	4643249
8	4637297
8	4653548
8	4634461
8	4633957
8	4603468
8	4593476
8	4665631
8	4613849
8	4653536
8	4656563
8	4612713
8	4632540
8	4599868
8	4668624
8	4668625
8	4656551
8	4643243
8	4593408
8	4617098
8	4600158
8	4656556
8	4635520
8	4612409
8	4611776
8	4614413
8	4642609
8	4618171
8	4642626
8	4653546
8	4667478
8	4612394
8	4638472
8	4638459
8	4582466
8	4642603
8	4656560
8	4669148
8	4602397
8	4599686
8	4638149
8	4594211
8	4642616
8	4667262
8	4642906
8	4664840
8	4638335
8	4612410
8	4642628
8	4643247
8	4665563
8	4668615
8	4642923
8	4668616
8	4656554
8	4601221
8	4643250
8	4638437
8	4612469
8	4600582
8	4642622
8	4631850
8	4667273
8	4665156
8	4643298
8	4622446
8	4612478
8	4637369
8	4653573
8	4640288
8	4617022
8	4653543
8	4638004
8	4658204
8	4582465
8	4653634
8	4656567
8	4656562
8	4653584
8	4643044
8	4600157
8	4665462
8	4656568
8	4600154
8	4639676
8	4613856
8	4643253
8	4642629
8	4666073
8	4642613
8	4642909
8	4637284
8	4586185
8	4643275
8	4586186
8	4589908
8	4614126
8	4612476
8	4612712
8	4602732
8	4667274
8	4632687
8	4638389
8	4653667
8	4642610
8	4642614
8	4643459
